선거구명,사진,기호,소속정당,성명,성별,생년월일,주소,직업,학력,경력,재산신고액(천원),병역,납부액,최근5년체납액,현체납액,전과기록,입후보
영등포구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1119/Sgg2111902/Hb100118716/gicho/thumbnail.100118716.jpg,1,새누리당,"

																권영세(權寧世)


",남,1959/02/24(57세),서울특별시 영등포구 여의동로,변호사,미국 하버드대 케네디스쿨졸업(2000. 7. ~ 2001. 6.) (행정학석사 취득),(전)주중대한민국대사(전)제16·17·18대 국회의원,"1,240,581",군복무를 마친사람,"200,511",0,0,없음,4회
영등포구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1119/Sgg2111902/Hb100120103/gicho/thumbnail.100120103.jpg,2,더불어민주당,"

																신경민(辛京珉)


",남,1953/08/19(62세),서울특별시 영등포구 국제금융로7길,국회의원,서울대학교 사회학과 졸업,(현)국회의원(현)더불어민주당 서울특별시당위원장,"4,796,796",군복무를 마친사람,"148,631",0,0,없음,1회
영등포구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1119/Sgg2111902/Hb100119223/gicho/thumbnail.100119223.jpg,3,국민의당,"

																김종구(金種求)


",남,1954/05/09(61세),서울특별시 영등포구 도신로,사) 아시아 사랑 나눔 설립자(총재),경원대학교 일반대학원 졸업(행정학박사),(전)대한생명 부사장(현 한화생명)(전)제17대 국회의원선거(영등포을)출마,"2,441,643",군복무를 마친사람,"623,754",0,0,없음,4회
영등포구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1119/Sgg2111902/Hb100120576/gicho/thumbnail.100120576.jpg,5,민중연합당,"

																성성봉(成性奉)


",남,1979/02/28(37세),서울특별시 강서구 까치산로14가길,건설노동자,선린상업고등학교 졸업,(전)서울건설지부 용접분회장(현)서울건설지부 사무국장,"213,000",군복무를 마친사람,624,0,0,1건,0회
영등포구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1119/Sgg2111902/Hb100118908/gicho/thumbnail.100118908.jpg,6,무소속,"

																진재범(秦在範)


",남,1962/07/28(53세),서울특별시 영등포구 국제금융로7길,미국변호사,미국 일리노이공과대학 시카고- 켄트 법과대학원졸업 법학박사(1993.09~1996.05),(전)대한무역투자진흥공사 사내변호사(전)SK그룹 사내변호사,"1,780,996",군복무를 마친사람,"15,290",0,0,1건,4회
동작구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112001/Hb100119730/gicho/thumbnail.100119730.jpg,1,새누리당,"

																이상휘(李相輝)


",남,1963/10/06(52세),서울특별시 동작구 장승배기로27길,교수,성균관대학교 대학원 신문방송학과 언론학박사,(전)청와대 춘추관장(현)위덕대학교 부총장,"718,818",군복무를 마친사람,"30,499",0,0,없음,0회
동작구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112001/Hb100120583/gicho/thumbnail.100120583.jpg,2,더불어민주당,"

																김병기(金炳基)


",남,1961/07/10(54세),서울특별시 동작구 상도로15길,정당인,경희대학교 국민윤리학과 졸업,(전)국정원 근무(전)제15대 대통령직인수위 근무,"1,357,334",군복무를 마친사람,"6,589",0,0,없음,0회
동작구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112001/Hb100119127/gicho/thumbnail.100119127.jpg,3,국민의당,"

																장환진(張煥珍)


",남,1964/07/08(51세),서울특별시 동작구 여의대방로44길,객원교수,연세대학교 정치외교학과 졸업,(전)서울시의회의원.상임위원장(도시계획관리위원장)(현)연세대학교 동서문제연구원 객원교수,"754,646",군복무를 마친사람,"7,828",0,0,없음,2회
동작구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112001/Hb100119140/gicho/thumbnail.100119140.jpg,5,녹색당,"

																이유진(李侑珍)


",여,1975/07/09(40세),서울특별시 동작구 성대로8길,연구원,서울대학교 대학원 환경계획학과 박사과정 수료,(현)녹색당 공동운영위원장(현)서울시 원전하나줄이기 실행위원회 총괄위원,"164,636",해당없음(비대상),"9,374",0,0,없음,2회
동작구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112001/Hb100120683/gicho/thumbnail.100120683.jpg,6,민중연합당,"

																김주식(金株植)


",남,1985/01/10(31세),서울특별시 동작구 장승배기로27라길,정당인,중앙대학교 철학과 수료,(전)중앙대학교 총학생회장(전)민주노동당 중앙대 학생위원장,"5,000",군복무를 마친사람,7,0,0,3건,0회
동작구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112002/Hb100119754/gicho/thumbnail.100119754.jpg,1,새누리당,"

																나경원(羅卿瑗)


",여,1963/12/06(52세),서울특별시 동작구 사당로,국회의원,서울대학교 대학원 법학석사,(전)한나라당 최고위원(현)국회 외교통일위원회 위원장,"2,853,814",해당없음(비대상),"424,463",0,0,없음,4회
동작구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112002/Hb100118788/gicho/thumbnail.100118788.jpg,2,더불어민주당,"

																허동준(許同準)


",남,1968/09/16(47세),서울특별시 동작구 사당로27길,정당인,중앙대학교대학원 행정학과 박사과정 수료,(현)더불어민주당 동작구을지역위원회위원장(현)노무현재단 기획위원,"1,674,520",군복무를 마치지 아니한 사람,"116,079",0,0,4건,0회
동작구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112002/Hb100120177/gicho/thumbnail.100120177.jpg,3,국민의당,"

																장진영(張眞榮)


",남,1971/06/30(44세),서울특별시 동작구 사당로16길,변호사,서강대학교 법학과 졸업,(전)대한변호사협회 대변인(현)국민의당 대변인,"609,701",군복무를 마치지 아니한 사람,"128,677",0,0,없음,0회
동작구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112002/Hb100119618/gicho/thumbnail.100119618.jpg,4,정의당,"

																김종철(金鍾哲)


",남,1970/10/15(45세),서울특별시 동작구 동작대로29길,정당인,서울대학교 사회과학대학 경제학부 졸업,(전)민주노동당 서울특별시장 후보(현)정의당 동작구위원회 공동위원장,"479,423",군복무를 마친사람,836,0,0,3건,5회
동작구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1120/Sgg2112002/Hb100120329/gicho/thumbnail.100120329.jpg,5,민중연합당,"

																이상현(李相顯)


",남,1982/04/20(33세),서울특별시 동작구 동작대로7길,정당인,숭실대학교 철학과 재적(2001.3.2.~2010.8.31.),(전)2014년 서울시교육감선거 조희연후보 청년유세단장(현)민중연합당(흙수저당) 동작구 대표,"15,100",군복무를 마친사람,893,0,0,없음,0회
관악구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112101/Hb100118652/gicho/thumbnail.100118652.jpg,1,새누리당,"

																원영섭(元榮燮)


",남,1978/01/25(38세),서울특별시 관악구 남부순환로244가길,법률사무소 집 대표변호사,서울대학교 공과대학 건축학과 졸업,(현)새누리당 법률지원단 위원(현)중앙대학교 건설대학원 겸임교수,"825,353",군복무를 마친사람,"117,594",437,0,1건,0회
관악구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112101/Hb100119643/gicho/thumbnail.100119643.jpg,2,더불어민주당,"

																유기홍(柳基洪)


",남,1958/06/11(57세),서울특별시 관악구 성현로,국회의원,서울대학교 국사학과 졸업,(현)더불어민주당 교육특별위원장(현)관악갑 국회의원,"1,527,255",군복무를 마치지 아니한 사람,"55,736",0,0,1건,3회
관악구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112101/Hb100120020/gicho/thumbnail.100120020.jpg,3,국민의당,"

																김성식(金成植)


",남,1958/12/16(57세),서울특별시 관악구 은천로,정당인,서울대학교 경제학과 졸업,(전)관악구갑 국회의원(현)국민의당 최고위원,"263,985",군복무를 마친사람,"24,110",0,0,1건,6회
관악구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112101/Hb100119142/gicho/thumbnail.100119142.jpg,4,정의당,"

																이동영(李同英)


",남,1971/11/12(44세),서울특별시 관악구 국회단지13길,정당인,경기대학교 경영학과 졸업,"(전)5,6대 관악구의원(현)정의당 정책위부의장","197,035",군복무를 마친사람,414,0,0,1건,4회
관악구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112101/Hb100120325/gicho/thumbnail.100120325.jpg,5,민중연합당,"

																연시영(延是瑩)


",여,1989/04/23(26세),서울특별시 관악구 은천로,정당인,동덕여자대학교 국제경영학과 수료,(현)민중연합당(흙수저당) 관악구 위원장(현)관악구 청년센터 더나은 대표,"-18,812",해당없음(비대상),0,0,0,없음,0회
관악구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112102/Hb100119314/gicho/thumbnail.100119314.jpg,1,새누리당,"

																오신환(吳晨煥)


",남,1971/02/07(45세),서울특별시 관악구 남부순환로,국회의원,고려대학교 정책대학원 아태지역 연구학과 석사과정 수료,(현)관악구을 국회의원(현)새누리당 재능나눔위원장,"3,012,650",군복무를 마친사람,"177,722",0,0,없음,4회
관악구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112102/Hb100118916/gicho/thumbnail.100118916.jpg,2,더불어민주당,"

																정태호(鄭泰浩)


",남,1963/03/20(53세),서울특별시 관악구 신림로29길,정당인,서울대학교 사회복지학과 졸업,(전)김대중대통령직 인수위 행정관(전)노무현대통령 청와대 대변인,"888,786",군복무를 마치지 아니한 사람,"3,432",0,0,2건,1회
관악구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112102/Hb100119324/gicho/thumbnail.100119324.jpg,3,국민의당,"

																이행자(李行子)


",여,1972/10/26(43세),서울특별시 관악구 조원로16길,정당인,이화여자대학교 정책과학대학원 졸업 정책학 석사(정책과학과 공공정책학 전공),"(전)제8,9대 서울시의회 의원(현)김대중연구소 이사장","2,941,933",해당없음(비대상),"112,105",0,0,없음,3회
관악구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112102/Hb100118968/gicho/thumbnail.100118968.jpg,5,민주당,"

																송광호(宋光鎬)


",남,1959/09/17(56세),서울특별시 관악구 서원1길,건설업,호원대학교 건축학과 1학년 재학,(현)민주당 중앙당 정책위 부의장(현)민주당 서울특별시당 관악구(을)지역위원장,"256,830",군복무를 마친사람,"2,973",0,0,3건,2회
관악구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1121/Sgg2112102/Hb100120102/gicho/thumbnail.100120102.jpg,6,민중연합당,"

																이상규(李相奎)


",남,1965/01/07(51세),서울특별시 관악구 난곡로,배관공,서울대학교 공법학과 졸업,(전)19대 국회의원(전)박원순 서울시장 후보 공동유세본부장,"196,192",군복무를 마친사람,"16,442",0,0,1건,6회
서초구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1122/Sgg2112201/Hb100118522/gicho/thumbnail.100118522.jpg,1,새누리당,"

																이혜훈(李惠薰)


",여,1964/06/15(51세),서울특별시 서초구 반포대로,연세대학교 경제대학원 특임교수,미국UCLA 경제학 박사(1988.09~1993.12),(전)제17대·제18대 국회의원(서초구갑)(전)새누리당 최고위원,"6,453,617",해당없음(비대상),"618,824",0,0,없음,2회
서초구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1122/Sgg2112201/Hb100120355/gicho/thumbnail.100120355.jpg,2,더불어민주당,"

																이정근(李炡根)


",여,1962/11/06(53세),서울특별시 서초구 사평대로16길,경영인,호서대학교 벤처전문대학원 졸업(경영학 박사),(현)주식회사 밈코리아 대표이사(현)동국대학교 언론정보대학원 겸임교수,"2,778,971",해당없음(비대상),"171,754","58,912",0,없음,0회
서초구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1122/Sgg2112201/Hb100120716/gicho/thumbnail.100120716.jpg,3,국민의당,"

																이한준(李漢俊)


",남,1941/09/06(74세),서울특별시 서초구 신반포로,작가,"서울대학교 중문과, 종교학과 졸업",(현)작가(현)법무사,"751,350",군복무를 마친사람,"51,953",226,0,없음,0회
서초구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1122/Sgg2112202/Hb100118501/gicho/thumbnail.100118501.jpg,1,새누리당,"

																박성중(朴成重)


",남,1958/08/01(57세),서울특별시 서초구 방배로1길,미래도시연구소 소장,성균관대학교 도시행정학전공 행정학 박사,(전)서초구청장(전)사랑의 열매 사무총장,"4,615,672",군복무를 마친사람,"32,483",0,0,없음,1회
서초구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1122/Sgg2112202/Hb100118761/gicho/thumbnail.100118761.JPG,2,더불어민주당,"

																김기영(金起永)


",남,1965/04/28(50세),서울특별시 서초구 서초중앙로,변호사,경희대학교 법과대학 법률학과 졸업,(현)더불어민주당 정책위 부의장(현)더불어민주당 서초구을 지역위원장,"426,210",군복무를 마친사람,"36,185","3,439",0,1건,0회
서초구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1122/Sgg2112202/Hb100120574/gicho/thumbnail.100120574.jpg,3,국민의당,"

																조순형(趙旬衡)


",남,1944/01/04(72세),서울특별시 서초구 청룡마을1길,정당인,미기재,(전)서울시의회의원(현)서울시호남향우회 총연합회 서초·강남 회장,"2,553,234",군복무를 마친사람,"91,013","5,191",0,3건,4회
서초구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1122/Sgg2112202/Hb100120412/gicho/thumbnail.100120412.jpg,5,무소속,"

																김수근(金洙根)


",남,1983/05/24(32세),서울특별시 용산구 백범로47나길,시민운동가,강원대학교 경영학과 4년 수료,(전)한국청년연대 조직국장(현)행동하는 서울지역 청년모임 새바람 대표,"5,000",군복무를 마친사람,119,0,0,없음,1회
강남구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112301/Hb100118548/gicho/thumbnail.100118548.jpg,1,새누리당,"

																이종구(李鍾九)


",남,1950/09/22(65세),서울특별시 강남구 도산대로81길,정당인,서울대학교 경제학과 졸업,"(전)17대,18대 국회의원(전)재정경제부 금융정책국장","1,636,083",군복무를 마친사람,"98,853",0,0,없음,2회
강남구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112301/Hb100120562/gicho/thumbnail.100120562.jpg,2,더불어민주당,"

																김성곤(金星坤)


",남,1952/11/06(63세),서울특별시 강남구 압구정로,국회의원,美템플대학교대학원 철학박사(종교학)/1985.1~1991.5,(전)제17대 국회 국방위원장(현)제19대 국회 외교통일위원,"849,406",군복무를 마친사람,"40,995",0,0,없음,4회
강남구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112302/Hb100119979/gicho/thumbnail.100119979.jpg,1,새누리당,"

																김종훈(金宗壎)


",남,1952/05/05(63세),서울특별시 강남구 헌릉로590길,국회의원,연세대학교 경영학과 졸업,(전)한미 FTA 협상 수석대표(현)강남구을 국회의원,"2,199,144",군복무를 마친사람,"73,600",0,0,없음,1회
강남구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112302/Hb100118491/gicho/thumbnail.100118491.jpg,2,더불어민주당,"

																전현희(全賢姬)


",여,1964/11/04(51세),서울특별시 강남구 삼성로,변호사,고려대학교 법무대학원 의료법학(석사과정)졸업,(전)제18대 국회의원(현)변호사 전현희 법률사무소 대표,"1,913,891",해당없음(비대상),"310,723",0,0,없음,1회
강남구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112302/Hb100118800/gicho/thumbnail.100118800.jpg,5,무소속,"

																김광종(金光宗)


",남,1962/07/25(53세),서울특별시 강남구 자곡로,정치인,서울대학교 외교학과 졸업,(전)19대 국회의원 선거 강남을 출마(현)아리랑당 창당 추진위 대표,"202,411",군복무를 마친사람,"1,466",0,0,없음,3회
강남구병,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112303/Hb100118560/gicho/thumbnail.100118560.jpg,1,새누리당,"

																이은재(李恩宰)


",여,1952/03/27(64세),서울특별시 강남구 봉은사로113길,건국대학교 교수,미국 클레어몬트 대학원 행정학 박사(1983.9.~1986.5),(전)건국대 행정대학원장(전)제18대 국회의원,"8,492,641",해당없음(비대상),"1,277,775",0,0,없음,1회
강남구병,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112303/Hb100120373/gicho/thumbnail.100120373.jpg,2,더불어민주당,"

																전원근(全元根)


",남,1953/09/10(62세),서울특별시 강남구 영동대로118길,정당인,경희대학교 대학원 정치학과 졸업(정치학박사),(전)경희대학교 행정대학원 겸임교수(현)더불어민주당 강남(병)지역위원장,"1,005,000",군복무를 마친사람,"3,598",0,0,1건,0회
강남구병,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112303/Hb100120567/gicho/thumbnail.100120567.jpg,5,고용복지연금선진화연대,"

																양한별(梁한별)


",남,1956/07/20(59세),서울특별시 서초구 남부순환로296길,정당인,한국방송통신대학교 법학과 졸업,"(전)18,19대 서초구갑선거구 국회의원후보","4,470",군복무를 마친사람,30,0,0,없음,2회
강남구병,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1123/Sgg2112303/Hb100119192/gicho/thumbnail.100119192.jpg,6,한나라당,"

																양영철(梁永喆)


",남,1944/12/11(71세),서울특별시 강남구 압구정로,건축사,고려대학교 건축공학과 졸업,(전)양씨중앙종친회 회장(현)재단법인 고조선황조묘사재단 이사회장,"8,529,344",군복무를 마치지 아니한 사람,"478,114",0,0,2건,0회
송파구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112401/Hb100119623/gicho/thumbnail.100119623.jpg,1,새누리당,"

																박인숙(朴仁淑)


",여,1948/11/10(67세),서울특별시 송파구 양재대로,국회의원,서울대학교의과대학의학과 졸업(학사),(전) 서울아산병원 소아심장과 의사(현) 송파구갑 국회의원,"1,805,829",해당없음(비대상),"143,115",0,0,없음,1회
송파구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112401/Hb100118990/gicho/thumbnail.100118990.jpg,2,더불어민주당,"

																박성수(朴星洙)


",남,1964/08/25(51세),서울특별시 송파구 올림픽로,변호사,고려대학교 대학원 상법전공 졸업(법학박사),(전)울산지검 부장검사(전)청와대 대통령 법무비서관,"1,672,977",군복무를 마친사람,"43,286",0,0,없음,1회
송파구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112401/Hb100120749/gicho/thumbnail.100120749.jpg,3,국민의당,"

																김창남(金昌南)


",남,1969/10/20(46세),서울특별시 송파구 오금로35길,정치인,동국대학교 행정대학원 북한학과 졸업(행정학석사),(전)16대 국회의원 출마(현)국민의당 민생정치특별위원장,"106,278",군복무를 마친사람,708,0,0,없음,1회
송파구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112402/Hb100120498/gicho/thumbnail.100120498.jpg,2,더불어민주당,"

																최명길(崔明吉)


",남,1961/03/19(55세),서울특별시 송파구 올림픽로,정당인,서울대학교 대학원 졸업(정치학석사),(전) MBC뉴스 앵커(현) 더불어민주당 송파구(을) 지역위원장,"973,000",군복무를 마친사람,"123,617",0,0,1건,0회
송파구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112402/Hb100119830/gicho/thumbnail.100119830.jpg,3,국민의당,"

																이래협(李來協)


",남,1958/02/04(58세),서울특별시 송파구 송파대로37길,단국대학교 외래강사,단국대학교대학원졸업(경제학박사),(전) 서울시농수산물식품공사 상임이사(현) 단국대학교 외래강사,"121,000",군복무를 마친사람,"32,341","3,667","1,771",없음,0회
송파구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112402/Hb100118664/gicho/thumbnail.100118664.jpg,5,무소속,"

																김영순(金榮順)


",여,1949/07/15(66세),서울특별시 송파구 잠실로,사단법인 그린코리아포럼 상임대표,한양대학교 대학원 정치외교학과 졸업 (정치학 박사),(전)민선4기 송파구청장(전)대통령실 여성특별보좌관(장관급),"2,296,251",해당없음(비대상),"50,269",0,0,없음,1회
송파구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112402/Hb100119141/gicho/thumbnail.100119141.jpg,6,무소속,"

																채현(蔡賢)


",남,1970/04/24(45세),서울특별시 송파구 가락로6길,사단법인 국제외교안보포럼 사무총장,고려대학교 법학과 졸업,(전) 김현욱4선국회의원정책보좌관(현) 고려대학교우회 상임이사,"1,319,430",군복무를 마친사람,"8,474",0,0,없음,0회
송파구병,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112403/Hb100119902/gicho/thumbnail.100119902.jpg,1,새누리당,"

																김을동(金乙東)


",여,1945/09/05(70세),서울특별시 송파구 문정로,정치인(국회의원),중앙대학교 법정대학 정치외교학과 1년 중퇴(1963.3.1~1964.3.1),"(현) 제18,19대 국회의원(현) 새누리당 최고위원","1,120,482",해당없음(비대상),"677,500",0,0,없음,7회
송파구병,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112403/Hb100119315/gicho/thumbnail.100119315.jpg,2,더불어민주당,"

																남인순(南仁順)


",여,1958/11/05(57세),서울특별시 송파구 송파대로28길,국회의원,성공회대학교 시민사회복지대학원 사회복지학과 졸업(사회복지학석사),(전) 민주통합당 최고위원(현) 국회의원,"474,706",해당없음(비대상),"21,715",0,0,없음,1회
송파구병,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1124/Sgg2112403/Hb100120098/gicho/thumbnail.100120098.jpg,3,국민의당,"

																차성환(車星煥)


",남,1962/01/01(54세),서울특별시 송파구 위례성대로20길,정당인,연세대학교 행정대학원 졸업(행정학석사),(전)제4대·5대 서울시의원(현)안철수와 함께하는 변화와 희망 송파 대표,"550,000",군복무를 마친사람,"6,214","6,630",0,없음,5회
강동구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1125/Sgg2112501/Hb100119645/gicho/thumbnail.100119645.jpg,1,새누리당,"

																신동우(申東雨)


",남,1953/06/06(62세),서울특별시 강동구 동남로79길,국회의원,"미국 펜실베니아대 대학원 졸업(경영학 석사,  1984-1986)","(전)민선3,4기 강동구청장(현)제19대 국회의원","2,476,994",군복무를 마치지 아니한 사람,"54,790",0,0,없음,3회
강동구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1125/Sgg2112501/Hb100119515/gicho/thumbnail.100119515.jpg,2,더불어민주당,"

																진선미(陳善美)


",여,1967/05/14(48세),서울특별시 강동구 고덕로,국회의원,성균관대학교 법학과 졸업,(전)민주사회를 위한 변호사모임 여성인권위원장(현)제19대 국회의원,"-1,418,021",해당없음(비대상),"167,005",0,0,없음,1회
강동구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1125/Sgg2112501/Hb100119341/gicho/thumbnail.100119341.jpg,3,국민의당,"

																신동만(申東萬)


",남,1966/05/02(49세),서울특별시 강동구 고덕로28길,시인,한국외국어대학교 포르투칼어과 중퇴(1985.3.2~1991.4.12),(전)한국외국어대학교 단과대학 학생회장(현)새울림 서울 집행위원,"158,000",군복무를 마친사람,894,0,0,없음,1회
강동구갑,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1125/Sgg2112501/Hb100118861/gicho/thumbnail.100118861.jpg,5,무소속,"

																박승진(朴承陣)


",남,1967/12/01(48세),서울특별시 강동구 고덕로62길,사회단체인,한국외국어대학교 경영대학원 졸업(경영학 석사),(전) 남재준 국정원장 비서실장(현) (사)건전미디어시민연대 이사장,"368,536",군복무를 마친사람,"7,159",0,0,없음,0회
강동구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1125/Sgg2112502/Hb100119768/gicho/thumbnail.100119768.jpg,1,새누리당,"

																이재영(李宰榮)


",남,1975/11/16(40세),서울특별시 강동구 성안로25길,국회의원,연세대학교 행정대학원 국제관계·안보 졸업(국제학 석사),(전)세계경제포럼(다보스포럼)아시아담당부국장(현)19대 국회의원(비례대표),"1,121,246",군복무를 마친사람,"43,155",0,0,없음,1회
강동구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1125/Sgg2112502/Hb100119490/gicho/thumbnail.100119490.jpg,2,더불어민주당,"

																심재권(沈載權)


",남,1946/08/15(69세),서울특별시 강동구 양재대로,국회의원,"호주 모나쉬대학 국제정치학 박사(Ph.D), '88-94",(전)시민일보 사장(현)19대 국회의원,"1,149,000",군복무를 마치지 아니한 사람,"55,860",0,0,1건,5회
강동구을,http://info.nec.go.kr/photo_20160413/Sd1100/Gsg1125/Sgg2112502/Hb100119311/gicho/thumbnail.100119311.jpg,3,국민의당,"

																강연재(姜沇材 )


",여,1975/09/14(40세),서울특별시 강동구 천호대로167길,변호사,고려대학교 정책대학원 경제정책학과 휴학중,(전)대한변호사협회 사무차장 변호사(현)사랑의 장기기증운동본부 홍보대사,"257,657",해당없음(비대상),"11,615","1,162",0,1건,1회
중구영도구,http://info.nec.go.kr/photo_20160413/Sd2600/Gsg2604/Sgg2260401/Hb100120095/gicho/thumbnail.100120095.JPG,1,새누리당,"

																김무성(金武星)


",남,1951/09/20(64세),부산광역시 영도구 함지로,국회의원,한양대학교 경영학과 졸업,(전)제18대 대선 박근혜 후보 총괄선대본부장(현)새누리당 대표최고위원,"13,804,109",군복무를 마친사람,"804,460",0,0,1건,6회
중구영도구,http://info.nec.go.kr/photo_20160413/Sd2600/Gsg2604/Sgg2260401/Hb100119025/gicho/thumbnail.100119025.jpg,2,더불어민주당,"

																김비오(金枇澳)


",남,1968/06/10(47세),부산광역시 영도구 와치로,정당인,연세대학교 법무대학원 경영법무학 석사,(전)민주당 손학규 당대표 정무특보(현)더불어민주당 중구영도구 지역위원장,"1,894,920",군복무를 마친사람,"284,142",0,0,없음,2회
중구영도구,http://info.nec.go.kr/photo_20160413/Sd2600/Gsg2604/Sgg2260401/Hb100120365/gicho/thumbnail.100120365.jpg,5,무소속,"

																이선자(李善子)


",여,1984/12/20(31세),부산광역시 북구 산성로12번길,사회단체 활동가,동아대학교 가정관리학과 졸업,(현)부산민주통일연합 창당추진위 청년위원장(현)세상을바꾸는 부산청년공동체 파도 대표,"75,000",해당없음(비대상),"1,750",0,0,없음,1회
서구동구,http://info.nec.go.kr/photo_20160413/Sd2600/Gsg2602/Sgg2260201/Hb100119934/gicho/thumbnail.100119934.jpg,1,새누리당,"

																유기준(兪奇濬)


",남,1959/08/10(56세),부산광역시 서구 대티로,국회의원,"뉴욕대학교 법학대학원 졸업(법학석사,1988.8.29~1989.5.18.)",(전)해양수산부 장관(전)새누리당 최고위원,"3,604,396",군복무를 마친사람,"186,545",0,0,없음,3회
서구동구,http://info.nec.go.kr/photo_20160413/Sd2600/Gsg2602/Sgg2260201/Hb100118894/gicho/thumbnail.100118894.jpg,2,더불어민주당,"

																이재강(李在康)


",남,1962/07/20(53세),부산광역시 서구 천마로,정당인,런던정경대학 정치학과 박사과정 수료(1993.10.1.~2005.9.30.),(현)더불어민주당 서구동구 지역위원장(현)더불어민주당 원도심재생특위 위원장,"1,414,000",군복무를 마친사람,"3,514",0,0,없음,1회
서구동구,http://info.nec.go.kr/photo_20160413/Sd2600/Gsg2602/Sgg2260201/Hb100119061/gicho/thumbnail.100119061.jpg,5,무소속,"

																임정석(林正錫)


",남,1966/01/28(50세),부산광역시 동구 중앙대로195번가길,기업인,"뉴욕대학교 경영대학원 졸업[경영학석사(MBA),1995.9~1997.5]",(전)새누리당 중앙당 부대변인(현)새마당(구 새마당예식장)대표,"1,512,351",군복무를 마친사람,"104,457",0,0,없음,0회
